"REF_DATE","GEO","DGUID","Storage","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-05","British Columbia","2016A000259","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028666","6.6.1","-1037.0","","","","1"
"2021-05","British Columbia","2016A000259","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028667","6.6.2","-42.5","","","","1"
"2021-06","Canada","2016A000011124","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028596","1.1.1","16761370.0","","","","1"
"2021-06","Canada","2016A000011124","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028597","1.1.2","657959.2","","","","1"
"2021-06","Canada","2016A000011124","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028598","1.2.1","18610093.0","","","","1"
"2021-06","Canada","2016A000011124","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028599","1.2.2","731101.2","","","","1"
"2021-06","Canada","2016A000011124","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028600","1.3.1","1848724.0","","","","1"
"2021-06","Canada","2016A000011124","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028601","1.3.2","73142.0","","","","1"
"2021-06","Canada","2016A000011124","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028602","1.4.1","2045358.0","","","","1"
"2021-06","Canada","2016A000011124","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028603","1.4.2","79710.9","","","","1"
"2021-06","Canada","2016A000011124","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028604","1.5.1","158493.0","","","","1"
"2021-06","Canada","2016A000011124","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028605","1.5.2","6382.4","","","","1"
"2021-06","Canada","2016A000011124","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028606","1.6.1","-38141.0","","","","1"
"2021-06","Canada","2016A000011124","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028607","1.6.2","-186.6","","","","1"
"2021-06","Quebec","2016A000224","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028608","2.1.1","345898.0","","","","1"
"2021-06","Quebec","2016A000224","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028609","2.1.2","13106.1","","","","1"
"2021-06","Quebec","2016A000224","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028610","2.2.1","367016.0","","","","1"
"2021-06","Quebec","2016A000224","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028611","2.2.2","13906.2","","","","1"
"2021-06","Quebec","2016A000224","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028612","2.3.1","21118.0","","","","1"
"2021-06","Quebec","2016A000224","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028613","2.3.2","800.2","","","","1"
"2021-06","Quebec","2016A000224","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028614","2.4.1","21118.0","","","","1"
"2021-06","Quebec","2016A000224","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028615","2.4.2","800.2","","","","1"
"2021-06","Quebec","2016A000224","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028616","2.5.1","0.0","","","","1"
"2021-06","Quebec","2016A000224","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028617","2.5.2","0.0","","","","1"
"2021-06","Quebec","2016A000224","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028618","2.6.1","0.0","","","","1"
"2021-06","Quebec","2016A000224","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028619","2.6.2","0.0","","","","1"
"2021-06","Ontario","2016A000235","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028620","3.1.1","4960883.0","","","","1"
"2021-06","Ontario","2016A000235","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028621","3.1.2","188625.2","","","","1"
"2021-06","Ontario","2016A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028622","3.2.1","6016482.0","","","","1"
"2021-06","Ontario","2016A000235","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028623","3.2.2","230055.2","","","","1"
"2021-06","Ontario","2016A000235","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028624","3.3.1","1055599.0","","","","1"
"2021-06","Ontario","2016A000235","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028625","3.3.2","41430.0","","","","1"
"2021-06","Ontario","2016A000235","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028626","3.4.1","1083490.0","","","","1"
"2021-06","Ontario","2016A000235","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028627","3.4.2","41429.9","","","","1"
"2021-06","Ontario","2016A000235","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028628","3.5.1","0.0","","","","1"
"2021-06","Ontario","2016A000235","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028629","3.5.2","0.0","","","","1"
"2021-06","Ontario","2016A000235","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028630","3.6.1","-27891.0","","","","1"
"2021-06","Ontario","2016A000235","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028631","3.6.2","0.0","","","","1"
"2021-06","Saskatchewan","2016A000247","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028632","4.1.1","273143.0","","","","1"
"2021-06","Saskatchewan","2016A000247","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028633","4.1.2","10516.0","","","","1"
"2021-06","Saskatchewan","2016A000247","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028634","4.2.1","397792.0","","","","1"
"2021-06","Saskatchewan","2016A000247","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028635","4.2.2","15315.0","","","","1"
"2021-06","Saskatchewan","2016A000247","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028636","4.3.1","124649.0","","","","1"
"2021-06","Saskatchewan","2016A000247","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028637","4.3.2","4799.0","","","","1"
"2021-06","Saskatchewan","2016A000247","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028638","4.4.1","124649.0","","","","1"
"2021-06","Saskatchewan","2016A000247","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028639","4.4.2","4799.0","","","","1"
"2021-06","Saskatchewan","2016A000247","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028640","4.5.1","0.0","","","","1"
"2021-06","Saskatchewan","2016A000247","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028641","4.5.2","0.0","","","","1"
"2021-06","Saskatchewan","2016A000247","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028642","4.6.1","0.0","","","","1"
"2021-06","Saskatchewan","2016A000247","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028643","4.6.2","0.0","","","","1"
"2021-06","Alberta","2016A000248","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028644","5.1.1","10480938.0","","","","1"
"2021-06","Alberta","2016A000248","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028645","5.1.2","416984.1","","","","1"
"2021-06","Alberta","2016A000248","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028646","5.2.1","11027632.0","","","","1"
"2021-06","Alberta","2016A000248","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028647","5.2.2","438968.7","","","","1"
"2021-06","Alberta","2016A000248","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028648","5.3.1","546694.0","","","","1"
"2021-06","Alberta","2016A000248","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028649","5.3.2","21984.6","","","","1"
"2021-06","Alberta","2016A000248","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028650","5.4.1","653411.0","","","","1"
"2021-06","Alberta","2016A000248","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028651","5.4.2","26009.9","","","","1"
"2021-06","Alberta","2016A000248","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028652","5.5.1","97557.0","","","","1"
"2021-06","Alberta","2016A000248","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028653","5.5.2","3883.4","","","","1"
"2021-06","Alberta","2016A000248","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028654","5.6.1","-9161.0","","","","1"
"2021-06","Alberta","2016A000248","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028655","5.6.2","-141.9","","","","1"
"2021-06","British Columbia","2016A000259","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028656","6.1.1","700507.0","","","","1"
"2021-06","British Columbia","2016A000259","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028657","6.1.2","28727.8","","","","1"
"2021-06","British Columbia","2016A000259","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028658","6.2.1","801171.0","","","","1"
"2021-06","British Columbia","2016A000259","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028659","6.2.2","32856.0","","","","1"
"2021-06","British Columbia","2016A000259","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028660","6.3.1","100664.0","","","","1"
"2021-06","British Columbia","2016A000259","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028661","6.3.2","4128.2","","","","1"
"2021-06","British Columbia","2016A000259","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028662","6.4.1","162689.0","","","","1"
"2021-06","British Columbia","2016A000259","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028663","6.4.2","6671.9","","","","1"
"2021-06","British Columbia","2016A000259","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028664","6.5.1","60936.0","","","","1"
"2021-06","British Columbia","2016A000259","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028665","6.5.2","2499.0","","","","1"
"2021-06","British Columbia","2016A000259","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028666","6.6.1","-1089.0","","","","1"
"2021-06","British Columbia","2016A000259","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028667","6.6.2","-44.7","","","","1"
"2021-07","Canada","2016A000011124","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028596","1.1.1","18610093.0","","","","1"
"2021-07","Canada","2016A000011124","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028597","1.1.2","731101.2","","","","1"
"2021-07","Canada","2016A000011124","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028598","1.2.1","20249848.0","","","","1"
"2021-07","Canada","2016A000011124","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028599","1.2.2","796107.9","","","","1"
"2021-07","Canada","2016A000011124","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028600","1.3.1","1639755.0","","","","1"
"2021-07","Canada","2016A000011124","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028601","1.3.2","65006.8","","","","1"
"2021-07","Canada","2016A000011124","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028602","1.4.1","1781086.0","","","","1"
"2021-07","Canada","2016A000011124","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028603","1.4.2","69582.8","","","","1"
"2021-07","Canada","2016A000011124","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028604","1.5.1","109354.0","","","","1"
"2021-07","Canada","2016A000011124","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028605","1.5.2","4401.4","","","","1"
"2021-07","Canada","2016A000011124","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028606","1.6.1","-31978.0","","","","1"
"2021-07","Canada","2016A000011124","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028607","1.6.2","-174.6","","","","1"
"2021-07","Quebec","2016A000224","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028608","2.1.1","367016.0","","","","1"
"2021-07","Quebec","2016A000224","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028609","2.1.2","13906.2","","","","1"
"2021-07","Quebec","2016A000224","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028610","2.2.1","387027.0","","","","1"
"2021-07","Quebec","2016A000224","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028611","2.2.2","14664.4","","","","1"
"2021-07","Quebec","2016A000224","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028612","2.3.1","20010.0","","","","1"
"2021-07","Quebec","2016A000224","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028613","2.3.2","758.2","","","","1"
"2021-07","Quebec","2016A000224","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028614","2.4.1","20010.0","","","","1"
"2021-07","Quebec","2016A000224","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028615","2.4.2","758.2","","","","1"
"2021-07","Quebec","2016A000224","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028616","2.5.1","0.0","","","","1"
"2021-07","Quebec","2016A000224","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028617","2.5.2","0.0","","","","1"
"2021-07","Quebec","2016A000224","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028618","2.6.1","0.0","","","","1"
"2021-07","Quebec","2016A000224","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028619","2.6.2","0.0","","","","1"
"2021-07","Ontario","2016A000235","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028620","3.1.1","6016482.0","","","","1"
"2021-07","Ontario","2016A000235","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028621","3.1.2","230055.2","","","","1"
"2021-07","Ontario","2016A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028622","3.2.1","6939623.0","","","","1"
"2021-07","Ontario","2016A000235","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028623","3.2.2","265857.0","","","","1"
"2021-07","Ontario","2016A000235","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028624","3.3.1","923142.0","","","","1"
"2021-07","Ontario","2016A000235","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028625","3.3.2","35801.8","","","","1"
"2021-07","Ontario","2016A000235","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028626","3.4.1","934528.0","","","","1"
"2021-07","Ontario","2016A000235","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028627","3.4.2","35801.8","","","","1"
"2021-07","Ontario","2016A000235","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028628","3.5.1","0.0","","","","1"
"2021-07","Ontario","2016A000235","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028629","3.5.2","0.0","","","","1"
"2021-07","Ontario","2016A000235","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028630","3.6.1","-11386.0","","","","1"
"2021-07","Ontario","2016A000235","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028631","3.6.2","0.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028632","4.1.1","397792.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028633","4.1.2","15315.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028634","4.2.1","521481.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028635","4.2.2","20077.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028636","4.3.1","123688.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028637","4.3.2","4762.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028638","4.4.1","123688.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028639","4.4.2","4762.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028640","4.5.1","0.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028641","4.5.2","0.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028642","4.6.1","0.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028643","4.6.2","0.0","","","","1"
"2021-07","Alberta","2016A000248","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028644","5.1.1","11027632.0","","","","1"
"2021-07","Alberta","2016A000248","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028645","5.1.2","438968.7","","","","1"
"2021-07","Alberta","2016A000248","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028646","5.2.1","11427873.0","","","","1"
"2021-07","Alberta","2016A000248","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028647","5.2.2","455572.1","","","","1"
"2021-07","Alberta","2016A000248","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028648","5.3.1","400240.0","","","","1"
"2021-07","Alberta","2016A000248","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028649","5.3.2","16603.5","","","","1"
"2021-07","Alberta","2016A000248","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028650","5.4.1","492105.0","","","","1"
"2021-07","Alberta","2016A000248","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028651","5.4.2","19617.8","","","","1"
"2021-07","Alberta","2016A000248","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028652","5.5.1","72656.0","","","","1"
"2021-07","Alberta","2016A000248","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028653","5.5.2","2896.4","","","","1"
"2021-07","Alberta","2016A000248","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028654","5.6.1","-19209.0","","","","1"
"2021-07","Alberta","2016A000248","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028655","5.6.2","-117.9","","","","1"
"2021-07","British Columbia","2016A000259","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028656","6.1.1","801171.0","","","","1"
"2021-07","British Columbia","2016A000259","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028657","6.1.2","32856.0","","","","1"
"2021-07","British Columbia","2016A000259","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028658","6.2.1","973845.0","","","","1"
"2021-07","British Columbia","2016A000259","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028659","6.2.2","39937.4","","","","1"
"2021-07","British Columbia","2016A000259","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028660","6.3.1","172674.0","","","","1"
"2021-07","British Columbia","2016A000259","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028661","6.3.2","7081.4","","","","1"
"2021-07","British Columbia","2016A000259","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028662","6.4.1","210754.0","","","","1"
"2021-07","British Columbia","2016A000259","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028663","6.4.2","8643.0","","","","1"
"2021-07","British Columbia","2016A000259","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028664","6.5.1","36698.0","","","","1"
"2021-07","British Columbia","2016A000259","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028665","6.5.2","1505.0","","","","1"
"2021-07","British Columbia","2016A000259","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028666","6.6.1","-1382.0","","","","1"
"2021-07","British Columbia","2016A000259","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028667","6.6.2","-56.7","","","","1"
"2021-08","Canada","2016A000011124","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028596","1.1.1","20249848.0","","","","1"
"2021-08","Canada","2016A000011124","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028597","1.1.2","796107.9","","","","1"
"2021-08","Canada","2016A000011124","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028598","1.2.1","22109888.0","","","","1"
"2021-08","Canada","2016A000011124","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028599","1.2.2","870750.2","","","","1"
"2021-08","Canada","2016A000011124","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028600","1.3.1","1860040.0","","","","1"
"2021-08","Canada","2016A000011124","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028601","1.3.2","74642.3","","","","1"
"2021-08","Canada","2016A000011124","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028602","1.4.1","1921540.0","","","","1"
"2021-08","Canada","2016A000011124","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028603","1.4.2","75947.9","","","","1"
"2021-08","Canada","2016A000011124","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028604","1.5.1","25137.0","","","","1"
"2021-08","Canada","2016A000011124","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028605","1.5.2","1008.9","","","","1"
"2021-08","Canada","2016A000011124","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028606","1.6.1","-36364.0","","","","1"
"2021-08","Canada","2016A000011124","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028607","1.6.2","-296.7","","","","1"
"2021-08","Quebec","2016A000224","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028608","2.1.1","387027.0","","","","1"
"2021-08","Quebec","2016A000224","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028609","2.1.2","14664.4","","","","1"
"2021-08","Quebec","2016A000224","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028610","2.2.1","402930.0","","","","1"
"2021-08","Quebec","2016A000224","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028611","2.2.2","15267.0","","","","1"
"2021-08","Quebec","2016A000224","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028612","2.3.1","15903.0","","","","1"
"2021-08","Quebec","2016A000224","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028613","2.3.2","602.6","","","","1"
"2021-08","Quebec","2016A000224","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028614","2.4.1","16187.0","","","","1"
"2021-08","Quebec","2016A000224","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028615","2.4.2","613.3","","","","1"
"2021-08","Quebec","2016A000224","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028616","2.5.1","284.0","","","","1"
"2021-08","Quebec","2016A000224","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028617","2.5.2","10.7","","","","1"
"2021-08","Quebec","2016A000224","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028618","2.6.1","0.0","","","","1"
"2021-08","Quebec","2016A000224","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028619","2.6.2","0.0","","","","1"
"2021-08","Ontario","2016A000235","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028620","3.1.1","6939623.0","","","","1"
"2021-08","Ontario","2016A000235","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028621","3.1.2","265857.0","","","","1"
"2021-08","Ontario","2016A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028622","3.2.1","7543549.0","","","","1"
"2021-08","Ontario","2016A000235","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028623","3.2.2","289502.6","","","","1"
"2021-08","Ontario","2016A000235","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028624","3.3.1","603926.0","","","","1"
"2021-08","Ontario","2016A000235","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028625","3.3.2","23645.6","","","","1"
"2021-08","Ontario","2016A000235","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028626","3.4.1","616131.0","","","","1"
"2021-08","Ontario","2016A000235","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028627","3.4.2","23645.6","","","","1"
"2021-08","Ontario","2016A000235","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028628","3.5.1","0.0","","","","1"
"2021-08","Ontario","2016A000235","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028629","3.5.2","0.0","","","","1"
"2021-08","Ontario","2016A000235","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028630","3.6.1","-12206.0","","","","1"
"2021-08","Ontario","2016A000235","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028631","3.6.2","0.0","","","","1"
"2021-08","Saskatchewan","2016A000247","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028632","4.1.1","521481.0","","","","1"
"2021-08","Saskatchewan","2016A000247","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028633","4.1.2","20077.0","","","","1"
"2021-08","Saskatchewan","2016A000247","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028634","4.2.1","698779.0","","","","1"
"2021-08","Saskatchewan","2016A000247","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028635","4.2.2","26903.0","","","","1"
"2021-08","Saskatchewan","2016A000247","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028636","4.3.1","177299.0","","","","1"
"2021-08","Saskatchewan","2016A000247","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028637","4.3.2","6826.0","","","","1"
"2021-08","Saskatchewan","2016A000247","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028638","4.4.1","177299.0","","","","1"
"2021-08","Saskatchewan","2016A000247","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028639","4.4.2","6826.0","","","","1"
"2021-08","Saskatchewan","2016A000247","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028640","4.5.1","0.0","","","","1"
"2021-08","Saskatchewan","2016A000247","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028641","4.5.2","0.0","","","","1"
"2021-08","Saskatchewan","2016A000247","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028642","4.6.1","0.0","","","","1"
"2021-08","Saskatchewan","2016A000247","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028643","4.6.2","0.0","","","","1"
"2021-08","Alberta","2016A000248","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028644","5.1.1","11427873.0","","","","1"
"2021-08","Alberta","2016A000248","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028645","5.1.2","455572.1","","","","1"
"2021-08","Alberta","2016A000248","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028646","5.2.1","12066140.0","","","","1"
"2021-08","Alberta","2016A000248","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028647","5.2.2","481725.5","","","","1"
"2021-08","Alberta","2016A000248","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028648","5.3.1","638267.0","","","","1"
"2021-08","Alberta","2016A000248","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028649","5.3.2","26153.4","","","","1"
"2021-08","Alberta","2016A000248","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028650","5.4.1","678496.0","","","","1"
