"REF_DATE","GEO","DGUID","Storage","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-02","Ontario","2016A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028622","3.2.1","4991584.0","","","","1"
"2017-02","Ontario","2016A000235","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028623","3.2.2","189255.9","","","","1"
"2017-02","Ontario","2016A000235","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028624","3.3.1","-867345.0","","","","1"
"2017-02","Ontario","2016A000235","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028625","3.3.2","-33559.2","","","","1"
"2017-02","Ontario","2016A000235","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028626","3.4.1","0.0","","","","1"
"2017-02","Ontario","2016A000235","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028627","3.4.2","0.0","","","","1"
"2017-02","Ontario","2016A000235","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028628","3.5.1","885116.0","","","","1"
"2017-02","Ontario","2016A000235","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028629","3.5.2","33559.2","","","","1"
"2017-02","Ontario","2016A000235","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028630","3.6.1","17771.0","","","","1"
"2017-02","Ontario","2016A000235","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028631","3.6.2","0.0","","","","1"
"2017-02","Saskatchewan","2016A000247","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028632","4.1.1","556176.0","","","","1"
"2017-02","Saskatchewan","2016A000247","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028633","4.1.2","21702.0","","","","1"
"2017-02","Saskatchewan","2016A000247","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028634","4.2.1","419221.0","","","","1"
"2017-02","Saskatchewan","2016A000247","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028635","4.2.2","16358.0","","","","1"
"2017-02","Saskatchewan","2016A000247","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028636","4.3.1","-136955.0","","","","1"
"2017-02","Saskatchewan","2016A000247","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028637","4.3.2","-5344.0","","","","1"
"2017-02","Saskatchewan","2016A000247","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028638","4.4.1","0.0","","","","1"
"2017-02","Saskatchewan","2016A000247","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028639","4.4.2","0.0","","","","1"
"2017-02","Saskatchewan","2016A000247","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028640","4.5.1","136955.0","","","","1"
"2017-02","Saskatchewan","2016A000247","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028641","4.5.2","5344.0","","","","1"
"2017-02","Saskatchewan","2016A000247","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028642","4.6.1","0.0","","","","1"
"2017-02","Saskatchewan","2016A000247","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028643","4.6.2","0.0","","","","1"
"2017-02","Alberta","2016A000248","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028644","5.1.1","13193468.0","","","","1"
"2017-02","Alberta","2016A000248","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028645","5.1.2","521851.1","","","","1"
"2017-02","Alberta","2016A000248","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028646","5.2.1","12563225.0","","","","1"
"2017-02","Alberta","2016A000248","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028647","5.2.2","496483.0","","","","1"
"2017-02","Alberta","2016A000248","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028648","5.3.1","-630243.0","","","","1"
"2017-02","Alberta","2016A000248","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028649","5.3.2","-25368.2","","","","1"
"2017-02","Alberta","2016A000248","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028650","5.4.1","57145.0","","","","1"
"2017-02","Alberta","2016A000248","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028651","5.4.2","2258.3","","","","1"
"2017-02","Alberta","2016A000248","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028652","5.5.1","696882.0","","","","1"
"2017-02","Alberta","2016A000248","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028653","5.5.2","27539.9","","","","1"
"2017-02","Alberta","2016A000248","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028654","5.6.1","9494.0","","","","1"
"2017-02","Alberta","2016A000248","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028655","5.6.2","-86.6","","","","1"
"2017-02","British Columbia","2016A000259","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028656","6.1.1","1123804.0","","","","1"
"2017-02","British Columbia","2016A000259","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028657","6.1.2","45132.0","","","","1"
"2017-02","British Columbia","2016A000259","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028658","6.2.1","878186.0","","","","1"
"2017-02","British Columbia","2016A000259","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028659","6.2.2","35487.5","","","","1"
"2017-02","British Columbia","2016A000259","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028660","6.3.1","-245618.0","","","","1"
"2017-02","British Columbia","2016A000259","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028661","6.3.2","-9644.5","","","","1"
"2017-02","British Columbia","2016A000259","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028662","6.4.1","804.0","","","","1"
"2017-02","British Columbia","2016A000259","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028663","6.4.2","32.5","","","","1"
"2017-02","British Columbia","2016A000259","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028664","6.5.1","236453.0","","","","1"
"2017-02","British Columbia","2016A000259","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028665","6.5.2","9555.1","","","","1"
"2017-02","British Columbia","2016A000259","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028666","6.6.1","-9969.0","","","","1"
"2017-02","British Columbia","2016A000259","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028667","6.6.2","-121.9","","","","1"
"2017-03","Canada","2016A000011124","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028596","1.1.1","19187746.0","","","","1"
"2017-03","Canada","2016A000011124","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028597","1.1.2","750391.5","","","","1"
"2017-03","Canada","2016A000011124","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028598","1.2.1","17184633.0","","","","1"
"2017-03","Canada","2016A000011124","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028599","1.2.2","674598.8","","","","1"
"2017-03","Canada","2016A000011124","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028600","1.3.1","-2003113.0","","","","1"
"2017-03","Canada","2016A000011124","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028601","1.3.2","-75792.7","","","","1"
"2017-03","Canada","2016A000011124","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028602","1.4.1","170236.0","","","","1"
"2017-03","Canada","2016A000011124","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028603","1.4.2","6753.3","","","","1"
"2017-03","Canada","2016A000011124","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028604","1.5.1","2124214.0","","","","1"
"2017-03","Canada","2016A000011124","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028605","1.5.2","82311.7","","","","1"
"2017-03","Canada","2016A000011124","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028606","1.6.1","-49135.0","","","","1"
"2017-03","Canada","2016A000011124","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028607","1.6.2","-234.3","","","","1"
"2017-03","Quebec","2016A000224","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028608","2.1.1","335530.0","","","","1"
"2017-03","Quebec","2016A000224","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028609","2.1.2","12807.2","","","","1"
"2017-03","Quebec","2016A000224","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028610","2.2.1","313638.0","","","","1"
"2017-03","Quebec","2016A000224","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028611","2.2.2","11971.5","","","","1"
"2017-03","Quebec","2016A000224","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028612","2.3.1","-21892.0","","","","1"
"2017-03","Quebec","2016A000224","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028613","2.3.2","-835.6","","","","1"
"2017-03","Quebec","2016A000224","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028614","2.4.1","0.0","","","","1"
"2017-03","Quebec","2016A000224","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028615","2.4.2","0.0","","","","1"
"2017-03","Quebec","2016A000224","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028616","2.5.1","21892.0","","","","1"
"2017-03","Quebec","2016A000224","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028617","2.5.2","835.6","","","","1"
"2017-03","Quebec","2016A000224","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028618","2.6.1","0.0","","","","1"
"2017-03","Quebec","2016A000224","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028619","2.6.2","0.0","","","","1"
"2017-03","Ontario","2016A000235","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028620","3.1.1","4991584.0","","","","1"
"2017-03","Ontario","2016A000235","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028621","3.1.2","189255.9","","","","1"
"2017-03","Ontario","2016A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028622","3.2.1","3856080.0","","","","1"
"2017-03","Ontario","2016A000235","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028623","3.2.2","145952.6","","","","1"
"2017-03","Ontario","2016A000235","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028624","3.3.1","-1135504.0","","","","1"
"2017-03","Ontario","2016A000235","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028625","3.3.2","-43303.3","","","","1"
"2017-03","Ontario","2016A000235","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028626","3.4.1","0.0","","","","1"
"2017-03","Ontario","2016A000235","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028627","3.4.2","0.0","","","","1"
"2017-03","Ontario","2016A000235","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028628","3.5.1","1144076.0","","","","1"
"2017-03","Ontario","2016A000235","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028629","3.5.2","43303.3","","","","1"
"2017-03","Ontario","2016A000235","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028630","3.6.1","8572.0","","","","1"
"2017-03","Ontario","2016A000235","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028631","3.6.2","0.0","","","","1"
"2017-03","Saskatchewan","2016A000247","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028632","4.1.1","419221.0","","","","1"
"2017-03","Saskatchewan","2016A000247","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028633","4.1.2","16358.0","","","","1"
"2017-03","Saskatchewan","2016A000247","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028634","4.2.1","291312.0","","","","1"
"2017-03","Saskatchewan","2016A000247","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028635","4.2.2","11367.0","","","","1"
"2017-03","Saskatchewan","2016A000247","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028636","4.3.1","-127909.0","","","","1"
"2017-03","Saskatchewan","2016A000247","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028637","4.3.2","-4991.0","","","","1"
"2017-03","Saskatchewan","2016A000247","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028638","4.4.1","0.0","","","","1"
"2017-03","Saskatchewan","2016A000247","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028639","4.4.2","0.0","","","","1"
"2017-03","Saskatchewan","2016A000247","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028640","4.5.1","127909.0","","","","1"
"2017-03","Saskatchewan","2016A000247","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028641","4.5.2","4991.0","","","","1"
"2017-03","Saskatchewan","2016A000247","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028642","4.6.1","0.0","","","","1"
"2017-03","Saskatchewan","2016A000247","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028643","4.6.2","0.0","","","","1"
"2017-03","Alberta","2016A000248","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028644","5.1.1","12563225.0","","","","1"
"2017-03","Alberta","2016A000248","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028645","5.1.2","496483.0","","","","1"
"2017-03","Alberta","2016A000248","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028646","5.2.1","12101292.0","","","","1"
"2017-03","Alberta","2016A000248","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028647","5.2.2","480004.5","","","","1"
"2017-03","Alberta","2016A000248","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028648","5.3.1","-461933.0","","","","1"
"2017-03","Alberta","2016A000248","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028649","5.3.2","-16478.5","","","","1"
"2017-03","Alberta","2016A000248","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028650","5.4.1","169473.0","","","","1"
"2017-03","Alberta","2016A000248","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028651","5.4.2","6722.3","","","","1"
"2017-03","Alberta","2016A000248","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028652","5.5.1","582991.0","","","","1"
"2017-03","Alberta","2016A000248","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028653","5.5.2","23124.6","","","","1"
"2017-03","Alberta","2016A000248","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028654","5.6.1","-48416.0","","","","1"
"2017-03","Alberta","2016A000248","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028655","5.6.2","-76.1","","","","1"
"2017-03","British Columbia","2016A000259","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028656","6.1.1","878186.0","","","","1"
"2017-03","British Columbia","2016A000259","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028657","6.1.2","35487.5","","","","1"
"2017-03","British Columbia","2016A000259","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028658","6.2.1","622311.0","","","","1"
"2017-03","British Columbia","2016A000259","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028659","6.2.2","25303.2","","","","1"
"2017-03","British Columbia","2016A000259","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028660","6.3.1","-255874.0","","","","1"
"2017-03","British Columbia","2016A000259","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028661","6.3.2","-10184.3","","","","1"
"2017-03","British Columbia","2016A000259","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028662","6.4.1","762.0","","","","1"
"2017-03","British Columbia","2016A000259","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028663","6.4.2","31.0","","","","1"
"2017-03","British Columbia","2016A000259","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028664","6.5.1","247346.0","","","","1"
"2017-03","British Columbia","2016A000259","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028665","6.5.2","10057.1","","","","1"
"2017-03","British Columbia","2016A000259","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028666","6.6.1","-9291.0","","","","1"
"2017-03","British Columbia","2016A000259","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028667","6.6.2","-158.2","","","","1"
"2017-04","Canada","2016A000011124","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028596","1.1.1","17184633.0","","","","1"
"2017-04","Canada","2016A000011124","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028597","1.1.2","674598.8","","","","1"
"2017-04","Canada","2016A000011124","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028598","1.2.1","18087556.0","","","","1"
"2017-04","Canada","2016A000011124","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028599","1.2.2","709720.3","","","","1"
"2017-04","Canada","2016A000011124","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028600","1.3.1","902922.0","","","","1"
"2017-04","Canada","2016A000011124","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028601","1.3.2","35121.5","","","","1"
"2017-04","Canada","2016A000011124","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028602","1.4.1","1181301.0","","","","1"
"2017-04","Canada","2016A000011124","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028603","1.4.2","45987.6","","","","1"
"2017-04","Canada","2016A000011124","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028604","1.5.1","257839.0","","","","1"
"2017-04","Canada","2016A000011124","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028605","1.5.2","10297.6","","","","1"
"2017-04","Canada","2016A000011124","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028606","1.6.1","-20540.0","","","","1"
"2017-04","Canada","2016A000011124","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028607","1.6.2","-568.5","","","","1"
"2017-04","Quebec","2016A000224","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028608","2.1.1","313638.0","","","","1"
"2017-04","Quebec","2016A000224","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028609","2.1.2","11971.5","","","","1"
"2017-04","Quebec","2016A000224","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028610","2.2.1","319214.0","","","","1"
"2017-04","Quebec","2016A000224","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028611","2.2.2","12184.4","","","","1"
"2017-04","Quebec","2016A000224","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028612","2.3.1","5577.0","","","","1"
"2017-04","Quebec","2016A000224","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028613","2.3.2","212.9","","","","1"
"2017-04","Quebec","2016A000224","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028614","2.4.1","5577.0","","","","1"
"2017-04","Quebec","2016A000224","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028615","2.4.2","212.9","","","","1"
"2017-04","Quebec","2016A000224","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028616","2.5.1","0.0","","","","1"
"2017-04","Quebec","2016A000224","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028617","2.5.2","0.0","","","","1"
"2017-04","Quebec","2016A000224","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028618","2.6.1","0.0","","","","1"
"2017-04","Quebec","2016A000224","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028619","2.6.2","0.0","","","","1"
"2017-04","Ontario","2016A000235","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028620","3.1.1","3856080.0","","","","1"
"2017-04","Ontario","2016A000235","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028621","3.1.2","145952.6","","","","1"
"2017-04","Ontario","2016A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028622","3.2.1","4375994.0","","","","1"
"2017-04","Ontario","2016A000235","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028623","3.2.2","165959.6","","","","1"
"2017-04","Ontario","2016A000235","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028624","3.3.1","519914.0","","","","1"
"2017-04","Ontario","2016A000235","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028625","3.3.2","20006.9","","","","1"
"2017-04","Ontario","2016A000235","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028626","3.4.1","545936.0","","","","1"
"2017-04","Ontario","2016A000235","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028627","3.4.2","20704.6","","","","1"
"2017-04","Ontario","2016A000235","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028628","3.5.1","18396.0","","","","1"
"2017-04","Ontario","2016A000235","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028629","3.5.2","697.7","","","","1"
"2017-04","Ontario","2016A000235","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028630","3.6.1","-7626.0","","","","1"
"2017-04","Ontario","2016A000235","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028631","3.6.2","0.0","","","","1"
"2017-04","Saskatchewan","2016A000247","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028632","4.1.1","291312.0","","","","1"
"2017-04","Saskatchewan","2016A000247","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028633","4.1.2","11367.0","","","","1"
"2017-04","Saskatchewan","2016A000247","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028634","4.2.1","283009.0","","","","1"
"2017-04","Saskatchewan","2016A000247","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028635","4.2.2","11043.0","","","","1"
"2017-04","Saskatchewan","2016A000247","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028636","4.3.1","-8303.0","","","","1"
"2017-04","Saskatchewan","2016A000247","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028637","4.3.2","-324.0","","","","1"
"2017-04","Saskatchewan","2016A000247","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028638","4.4.1","0.0","","","","1"
"2017-04","Saskatchewan","2016A000247","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028639","4.4.2","0.0","","","","1"
"2017-04","Saskatchewan","2016A000247","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028640","4.5.1","8303.0","","","","1"
"2017-04","Saskatchewan","2016A000247","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028641","4.5.2","324.0","","","","1"
"2017-04","Saskatchewan","2016A000247","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028642","4.6.1","0.0","","","","1"
"2017-04","Saskatchewan","2016A000247","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028643","4.6.2","0.0","","","","1"
"2017-04","Alberta","2016A000248","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028644","5.1.1","12101292.0","","","","1"
"2017-04","Alberta","2016A000248","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028645","5.1.2","480004.5","","","","1"
"2017-04","Alberta","2016A000248","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028646","5.2.1","12503426.0","","","","1"
"2017-04","Alberta","2016A000248","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028647","5.2.2","495830.3","","","","1"
"2017-04","Alberta","2016A000248","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028648","5.3.1","402134.0","","","","1"
"2017-04","Alberta","2016A000248","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028649","5.3.2","15825.8","","","","1"
"2017-04","Alberta","2016A000248","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028650","5.4.1","544073.0","","","","1"
"2017-04","Alberta","2016A000248","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028651","5.4.2","21575.5","","","","1"
"2017-04","Alberta","2016A000248","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028652","5.5.1","132422.0","","","","1"
"2017-04","Alberta","2016A000248","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028653","5.5.2","5251.3","","","","1"
"2017-04","Alberta","2016A000248","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028654","5.6.1","-9518.0","","","","1"
"2017-04","Alberta","2016A000248","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028655","5.6.2","-498.4","","","","1"
"2017-04","British Columbia","2016A000259","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028656","6.1.1","622311.0","","","","1"
"2017-04","British Columbia","2016A000259","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028657","6.1.2","25303.2","","","","1"
"2017-04","British Columbia","2016A000259","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028658","6.2.1","605913.0","","","","1"
"2017-04","British Columbia","2016A000259","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028659","6.2.2","24703.1","","","","1"
"2017-04","British Columbia","2016A000259","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028660","6.3.1","-16399.0","","","","1"
"2017-04","British Columbia","2016A000259","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028661","6.3.2","-600.1","","","","1"
"2017-04","British Columbia","2016A000259","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028662","6.4.1","85715.0","","","","1"
"2017-04","British Columbia","2016A000259","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028663","6.4.2","3494.6","","","","1"
"2017-04","British Columbia","2016A000259","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028664","6.5.1","98717.0","","","","1"
"2017-04","British Columbia","2016A000259","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028665","6.5.2","4024.7","","","","1"
"2017-04","British Columbia","2016A000259","Other adjustments","Cubic metres","Cubic metres","72","thousands","3","v107028666","6.6.1","-3397.0","","","","1"
"2017-04","British Columbia","2016A000259","Other adjustments","Gigajoules","Gigajoules","143","thousands","3","v107028667","6.6.2","-70.0","","","","1"
"2017-05","Canada","2016A000011124","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107028596","1.1.1","18087556.0","","","","1"
"2017-05","Canada","2016A000011124","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107028597","1.1.2","709720.3","","","","1"
"2017-05","Canada","2016A000011124","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107028598","1.2.1","19456518.0","","","","1"
"2017-05","Canada","2016A000011124","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107028599","1.2.2","764288.4","","","","1"
"2017-05","Canada","2016A000011124","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107028600","1.3.1","1368962.0","","","","1"
"2017-05","Canada","2016A000011124","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107028601","1.3.2","54568.0","","","","1"
"2017-05","Canada","2016A000011124","Injections to storage","Cubic metres","Cubic metres","72","thousands","3","v107028602","1.4.1","1640876.0","","","","1"
"2017-05","Canada","2016A000011124","Injections to storage","Gigajoules","Gigajoules","143","thousands","3","v107028603","1.4.2","64394.0","","","","1"
"2017-05","Canada","2016A000011124","Withdrawals from storage","Cubic metres","Cubic metres","72","thousands","3","v107028604","1.5.1","198657.0","","","","1"
"2017-05","Canada","2016A000011124","Withdrawals from storage","Gigajoules","Gigajoules","143","thousands","3","v107028605","1.5.2","7967.0","","","","1"
